idEntrada,state,usuarioOnline,statusSaida,paginaSaida,avaliacao,dataHoraEntrada,dataHoraSaida,dataHoraErro,tempoAcesso,codigo,erro
148,AP,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,323,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
149,RS,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,492,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
150,MT,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,86,500,"""CHAVE PIX INCORRETA"""
151,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,335,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
152,RO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,332,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
153,TO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,280,500,"""INTERNAL SERVER ERROR"""
154,RO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,119,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
155,CE,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,226,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
156,SE,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,206,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
157,MA,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,308,500,"""CLIENTE NAO CADASTRADO"""
158,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,195,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
159,RR,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,357,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
160,BA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,195,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
161,GO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,366,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
162,AM,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,114,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
163,SP,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,89,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
164,PE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:08,18/05/2021 18:07,629,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
165,RO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,190,500,"""CHAVE PIX INCORRETA"""
166,CE,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,276,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
167,RJ,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,316,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
168,MT,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,182,500,"""INTERNAL SERVER ERROR"""
169,TO,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,302,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
170,RS,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,284,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
171,PB,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,214,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
172,AP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,248,500,"""CLIENTE NAO CADASTRADO"""
173,RN,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,236,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
174,ES,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,495,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
175,PE,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,151,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
176,ES,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,108,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
177,RO,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,245,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
178,AM,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,277,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
179,AL,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,292,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
180,PI,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,185,500,"""CHAVE PIX INCORRETA"""
181,RO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,112,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
182,RN,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,392,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
183,MS,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,198,500,"""INTERNAL SERVER ERROR"""
184,AP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,136,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
185,RO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,212,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
186,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,216,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
187,AM,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,373,500,"""CLIENTE NAO CADASTRADO"""
188,PA,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,250,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
189,AL,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,330,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
190,AM,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,180,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
191,TO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,266,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
192,BA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,201,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
193,MT,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,251,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
194,SP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,133,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
195,AL,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,83,500,"""INTERNAL SERVER ERROR"""
196,TO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,480,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
197,SP,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,312,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
198,AM,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,90,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
199,RS,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,167,500,"""CLIENTE NAO CADASTRADO"""
200,SE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,98,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
201,PB,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,504,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
202,MT,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,397,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
203,RS,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,208,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
204,SE,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,305,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
205,PR,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,190,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
206,AC,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,183,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
207,SE,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,145,500,"""CHAVE PIX INCORRETA"""
208,SC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,169,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
209,MG,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:04,438,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
210,PE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,234,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
211,AL,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,254,500,"""CLIENTE NAO CADASTRADO"""
212,AL,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,269,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
213,AL,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,388,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
214,PE,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,178,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
215,ES,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,121,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
216,RJ,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,441,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
217,RN,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,187,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
218,SC,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,153,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
219,PB,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,92,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
220,SE,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,86,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
221,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,171,500,"""INTERNAL SERVER ERROR"""
222,AP,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,314,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
223,PR,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,373,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
224,AL,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,325,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
225,PA,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,196,500,"""CLIENTE NAO CADASTRADO"""
226,MA,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,247,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
227,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,155,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
228,ES,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,154,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
229,RO,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,346,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
230,PB,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,118,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
231,PA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,475,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
232,MT,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,229,500,"""INTERNAL SERVER ERROR"""
233,MG,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,266,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
234,MT,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,151,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
235,PB,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,171,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
236,SE,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,82,500,"""CLIENTE NAO CADASTRADO"""
237,RR,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,218,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
238,PI,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,290,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
239,PE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,279,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
240,PI,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,146,500,"""INTERNAL SERVER ERROR"""
241,RN,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,145,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
242,BA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,180,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
243,MT,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,420,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
244,SC,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,104,500,"""CLIENTE NAO CADASTRADO"""
245,AL,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,219,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
246,SP,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:03,468,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
247,SP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,228,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
248,SP,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,77,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
249,ES,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,160,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
250,AL,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,298,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
251,MA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,195,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
252,GO,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,173,500,"""INTERNAL SERVER ERROR"""
253,BA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,199,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
254,TO,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,251,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
255,RN,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,432,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
256,RR,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,229,500,"""CLIENTE NAO CADASTRADO"""
257,MG,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,370,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
258,AC,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,316,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
259,GO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,226,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
260,PI,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,56,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
261,SP,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,177,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
262,AL,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,181,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
263,MS,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,246,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
264,RR,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,396,500,"""CHAVE PIX INCORRETA"""
265,RJ,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:06,18/05/2021 18:05,515,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
266,GO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,426,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
267,SP,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,224,500,"""INTERNAL SERVER ERROR"""
268,SE,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:56,29,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
269,PR,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,193,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
270,SE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,251,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
271,AL,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,341,500,"""CLIENTE NAO CADASTRADO"""
272,MG,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,356,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
273,BA,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,322,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
274,SC,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,73,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
275,AC,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,342,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
276,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,186,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
277,GO,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,261,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
278,PA,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,249,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
279,MT,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,291,500,"""CHAVE PIX INCORRETA"""
280,MA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,243,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
281,AC,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,40,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
282,MG,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,328,500,"""INTERNAL SERVER ERROR"""
283,PA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,286,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
284,RJ,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:01,208,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
285,MA,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,254,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
286,PR,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,256,500,"""CLIENTE NAO CADASTRADO"""
287,PA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,267,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
288,SE,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:04,437,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
289,RN,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,214,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
290,AL,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,260,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
291,SP,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,380,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
292,PI,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,367,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
293,PI,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,377,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
294,PR,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,171,500,"""CHAVE PIX INCORRETA"""
